,",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28"
122,"122,F,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7280"
123,"123,G,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7640"
124,"124,H,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7800"
125,"125,I,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7840"
126,"126,J,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7520"
127,"127,K,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7560"
128,"128,L,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7880"
129,"129,M,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,8440"
130,"130,N,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7600"
131,"131,O,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,8240"
132,"132,P,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,8200"
133,"133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7520"
134,"134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8040"
135,"135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,7480"
136,"136,3,1,H2061374,14.01,17.43,17.52,42.9,43.1,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 17:51,,,,,,,,,,,,8080"
137,"137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7280"
138,"138,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320"
139,"139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,7640"
140,"140,3,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,7400"
141,"141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600"
142,"142,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,8720"
143,"143,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,8520"
144,"144,A,0.2099644128113879,0.23013048635824437,0.2158956109134045,0.2265717674970344,0.22419928825622776,0.23487544483985764,0.23606168446026096,0.23368920521945433,0.232502965599051,0.23013048635824437,0.2431791221826809,0.23487544483985764,0.23368920521945433,0.25029655990510086,0.24199288256227758,0.23013048635824437,0.21945432977461446,0.22538552787663108,0.22538552787663108,0.2277580071174377,0.2372479240806643,0.2431791221826809,0.8410438908659549,0.7983392645314353,0.0,,,8320"
145,"145,B,0.19217081850533807,0.22182680901542112,0.21945432977461446,0.23368920521945433,0.22538552787663108,0.23606168446026096,0.24199288256227758,0.23843416370106763,0.24199288256227758,0.2514827995255042,0.24080664294187426,0.23962040332147094,0.24555160142348753,0.2597864768683274,0.24080664294187426,0.23487544483985764,0.2372479240806643,0.23606168446026096,0.22894424673784106,0.22894424673784106,0.2206405693950178,0.23962040332147094,0.7449584816132859,0.797153024911032,0.0,,,8000"
146,"146,C,0.20759193357058126,0.24199288256227758,0.2111506524317912,0.24080664294187426,0.2479240806642942,0.23962040332147094,0.2526690391459075,0.24080664294187426,0.25504151838671413,0.25029655990510086,0.2443653618030842,0.25741399762752076,0.20640569395017794,0.2491103202846975,0.26334519572953735,0.23013048635824437,0.2586002372479241,0.2372479240806643,0.24673784104389088,0.22182680901542112,0.23368920521945433,0.24199288256227758,0.6915776986951364,0.7046263345195729,0.0,,,7960"
147,"147,D,0.23013048635824437,0.24673784104389088,0.24555160142348753,0.24080664294187426,0.25504151838671413,0.2431791221826809,0.26453143534994067,0.25622775800711745,0.26215895610913403,0.2597864768683274,0.2586002372479241,0.27164887307236063,0.2443653618030842,0.2704626334519573,0.27164887307236063,0.2479240806642942,0.27164887307236063,0.2526690391459075,0.2586002372479241,0.2372479240806643,0.24199288256227758,0.22538552787663108,0.7698695136417556,0.7461447212336892,0.0,,,7880"
148,"148,E,0.24673784104389088,0.265717674970344,0.2775800711743772,0.269276393831554,0.302491103202847,0.2752075919335706,0.2930011862396204,0.2775800711743772,0.298932384341637,0.26453143534994067,0.29655990510083036,0.298932384341637,0.28825622775800713,0.2918149466192171,0.2858837485172005,0.2858837485172005,0.2870699881376038,0.269276393831554,0.26453143534994067,0.269276393831554,0.25029655990510086,0.269276393831554,0.9027283511269276,0.7864768683274022,0.0,,,8000"
149,"149,F,0.2372479240806643,0.27164887307236063,0.26215895610913403,0.27402135231316727,0.28825622775800713,0.27995255041518385,0.2977461447212337,0.2775800711743772,0.27995255041518385,0.28944246737841045,0.298932384341637,0.302491103202847,0.2941874258600237,0.3001186239620403,0.3001186239620403,0.29062870699881377,0.2870699881376038,0.2680901542111507,0.26334519572953735,0.2586002372479241,0.2704626334519573,0.265717674970344,0.8837485172004745,0.8920521945432978,0.0,,,7720"
150,"150,G,0.23013048635824437,0.25622775800711745,0.25504151838671413,0.2680901542111507,0.25029655990510086,0.26453143534994067,0.2941874258600237,0.27283511269276395,0.25504151838671413,0.302491103202847,0.27876631079478054,0.28825622775800713,0.2763938315539739,0.3036773428232503,0.2775800711743772,0.2609727164887307,0.2763938315539739,0.2526690391459075,0.26453143534994067,0.25622775800711745,0.24080664294187426,0.25029655990510086,0.8113879003558719,0.7947805456702254,0.0,,,7680"
151,"151,H,0.23368920521945433,0.25029655990510086,0.23843416370106763,0.26334519572953735,0.2835112692763938,0.2538552787663108,0.2846975088967972,0.27995255041518385,0.28113879003558717,0.28825622775800713,0.2775800711743772,0.32147093712930014,0.2823250296559905,0.2823250296559905,0.29062870699881377,0.27402135231316727,0.2775800711743772,0.27995255041518385,0.27283511269276395,0.25741399762752076,0.2586002372479241,0.26215895610913403,0.8185053380782918,0.8446026097271648,0.0,,,7880"
152,"152,I,0.24555160142348753,0.23487544483985764,0.24080664294187426,0.2586002372479241,0.265717674970344,0.27283511269276395,0.2752075919335706,0.2763938315539739,0.269276393831554,0.26334519572953735,0.25029655990510086,0.27164887307236063,0.27283511269276395,0.26334519572953735,0.27402135231316727,0.25504151838671413,0.2763938315539739,0.25622775800711745,0.2669039145907473,0.25622775800711745,0.2479240806642942,0.23606168446026096,0.797153024911032,0.830367734282325,0.0,,,8480"
153,"153,J,0.22301304863582444,0.2431791221826809,0.24555160142348753,0.24673784104389088,0.2763938315539739,0.26215895610913403,0.2930011862396204,0.2597864768683274,0.28113879003558717,0.2680901542111507,0.269276393831554,0.28113879003558717,0.2835112692763938,0.2609727164887307,0.27402135231316727,0.2514827995255042,0.25504151838671413,0.2514827995255042,0.2277580071174377,0.2538552787663108,0.2265717674970344,0.23013048635824437,0.8849347568208779,0.7959667852906287,0.0,,,7120"
154,"154,K,0.24673784104389088,0.2372479240806643,0.2372479240806643,0.26215895610913403,0.2752075919335706,0.2597864768683274,0.27402135231316727,0.269276393831554,0.2775800711743772,0.2704626334519573,0.269276393831554,0.2680901542111507,0.269276393831554,0.2775800711743772,0.28113879003558717,0.26215895610913403,0.2704626334519573,0.2597864768683274,0.2609727164887307,0.2752075919335706,0.23962040332147094,0.2526690391459075,0.8481613285883749,0.8137603795966786,0.0,,,7560"
155,"155,L,0.2265717674970344,0.2514827995255042,0.25029655990510086,0.2669039145907473,0.2609727164887307,0.26215895610913403,0.2597864768683274,0.2669039145907473,0.2835112692763938,0.26334519572953735,0.25029655990510086,0.2823250296559905,0.25622775800711745,0.26334519572953735,0.2763938315539739,0.26334519572953735,0.25741399762752076,0.27164887307236063,0.25741399762752076,0.2597864768683274,0.2313167259786477,0.23843416370106763,0.9074733096085409,0.7983392645314353,0.0,,,6760"
156,"156,M,0.24199288256227758,0.26334519572953735,0.2479240806642942,0.27283511269276395,0.27402135231316727,0.25741399762752076,0.28113879003558717,0.28113879003558717,0.2752075919335706,0.26334519572953735,0.28825622775800713,0.2870699881376038,0.2680901542111507,0.27402135231316727,0.2858837485172005,0.27876631079478054,0.2846975088967972,0.27995255041518385,0.3238434163701068,0.24673784104389088,0.24080664294187426,0.26215895610913403,0.9513641755634639,0.8552787663107948,0.0,,,8360"
157,"157,N,0.2277580071174377,0.2265717674970344,0.2313167259786477,0.2514827995255042,0.2609727164887307,0.24673784104389088,0.25622775800711745,0.3274021352313167,0.2526690391459075,0.25622775800711745,0.25029655990510086,0.2669039145907473,0.2609727164887307,0.2763938315539739,0.2609727164887307,0.269276393831554,0.27995255041518385,0.2586002372479241,0.24555160142348753,0.2538552787663108,0.23487544483985764,0.23487544483985764,0.900355871886121,0.9252669039145908,0.0,,,8360"
158,"158,O,0.22538552787663108,0.2443653618030842,0.23487544483985764,0.2372479240806643,0.2538552787663108,0.2597864768683274,0.27876631079478054,0.23368920521945433,0.24199288256227758,0.3107947805456702,0.2669039145907473,0.2752075919335706,0.6002372479240806,0.269276393831554,0.27283511269276395,0.26453143534994067,0.27164887307236063,0.26215895610913403,0.25622775800711745,0.23843416370106763,0.2431791221826809,0.2491103202846975,0.9715302491103203,0.8754448398576512,0.0,,,7920"
159,"159,P,0.199288256227758,0.21826809015421114,0.22419928825622776,0.2277580071174377,0.2313167259786477,0.24673784104389088,0.2597864768683274,0.23368920521945433,0.25504151838671413,0.24080664294187426,0.23843416370106763,0.2514827995255042,0.2431791221826809,0.2538552787663108,0.2443653618030842,0.24673784104389088,0.2479240806642942,0.24199288256227758,0.23962040332147094,0.23013048635824437,0.23843416370106763,0.24080664294187426,1.0,0.9739027283511269,0.0,,,8040"
160,"160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000"
161,"161,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,7920"
162,"162,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,7320"
163,"163,4,1,H2061376,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 17:53,,,,,,,,,,,,,,,,,7960"
164,"164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7840"
165,"165,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440"
166,"166,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,7720"
167,"167,4,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,7960"
168,"168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7640"
169,"169,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,8120"
170,"170,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,8440"
171,"171,A,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8680"
172,"172,B,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7880"
173,"173,C,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7840"
174,"174,D,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7840"
175,"175,E,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7440"
176,"176,F,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8000"
177,"177,G,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7440"
178,"178,H,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7960"
179,"179,I,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7360"
180,"180,J,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7800"
181,"181,K,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7960"
182,"182,L,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,6400"
183,"183,M,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7600"
184,"184,N,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8280"
185,"185,O,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8000"
186,"186,P,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8480"
187,"187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800"
188,"188,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8040"
189,"189,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,7960"
190,"190,4,1,H2061376,14.01,17.51,17.62,43.3,43.3,17.9,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 17:53,,,,,,,,,,,,7960"
191,"191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7040"
192,"192,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440"
193,"193,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,7480"
194,"194,4,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,8040"
195,"195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680"
196,"196,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,7320"
197,"197,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,7640"
198,"198,A,0.21592279855247287,0.22919179734620024,0.218335343787696,0.2255729794933655,0.218335343787696,0.2376357056694813,0.24849215922798554,0.2316043425814234,0.2255729794933655,0.2316043425814234,0.25934861278648974,0.2147165259348613,0.2376357056694813,0.24125452352231605,0.23281061519903498,0.23401688781664656,0.22316043425814233,0.21592279855247287,0.22195416164053075,0.20265379975874548,0.218335343787696,0.21230398069963813,0.8335343787696019,0.9806996381182147,0.0,,,7960"
199,"199,B,0.22316043425814233,0.23281061519903498,0.24728588661037396,0.23401688781664656,0.24849215922798554,0.2545235223160434,0.24607961399276237,0.2605548854041013,0.2448733413751508,0.2448733413751508,0.2388419782870929,0.24728588661037396,0.24728588661037396,0.22677925211097708,0.24125452352231605,0.24125452352231605,0.23401688781664656,0.22798552472858866,0.22798552472858866,0.2316043425814234,0.21109770808202655,0.20386007237635706,0.7635705669481303,0.864897466827503,0.0,,,8280"
200,"200,C,0.24246079613992763,0.23522316043425814,0.25934861278648974,0.2750301568154403,0.2545235223160434,0.2689987937273824,0.2689987937273824,0.2677925211097708,0.2689987937273824,0.06513872135102533,0.2605548854041013,0.2617611580217129,0.24607961399276237,0.25211097708082025,0.2617611580217129,0.23522316043425814,0.2436670687575392,0.24728588661037396,0.25090470446320867,0.23039806996381182,0.23642943305186973,0.2135102533172497,0.7358262967430639,0.8866103739445115,0.0,,,7560"
201,"201,D,0.22919179734620024,0.2448733413751508,0.25211097708082025,0.24728588661037396,0.2738238841978287,0.25090470446320867,0.24607961399276237,0.25814234016887816,0.2376357056694813,0.2750301568154403,0.2629674306393245,0.27020506634499397,0.2750301568154403,0.25814234016887816,0.2448733413751508,0.26658624849215923,0.24849215922798554,0.24125452352231605,0.1640530759951749,0.24004825090470447,0.23522316043425814,0.2316043425814234,0.8094089264173703,0.8480096501809409,0.0,,,7840"
202,"202,E,0.27141133896260555,0.2689987937273824,0.28468033775633295,0.2798552472858866,0.29674306393244876,0.3148371531966224,0.330518697225573,0.2858866103739445,0.2810615199034982,0.30518697225572977,0.30759951749095293,0.3088057901085645,0.2882991556091677,0.30639324487334135,0.3027744270205066,0.29674306393244876,0.293124246079614,0.26537997587454765,0.28950542822677927,0.26417370325693607,0.27141133896260555,0.24125452352231605,0.8552472858866104,0.9215922798552473,0.0,,,7520"
203,"203,F,0.27141133896260555,0.2750301568154403,0.27864897466827504,0.28347406513872137,0.29191797346200243,0.2943305186972256,0.32448733413751507,0.30036188178528345,0.26658624849215923,0.3100120627261761,0.2991556091676719,0.30759951749095293,0.3088057901085645,0.30156815440289503,0.31363088057901084,0.3039806996381182,0.30036188178528345,0.28468033775633295,0.30518697225572977,0.28468033775633295,0.26537997587454765,0.2545235223160434,0.8431845597104946,0.9059107358262968,0.0,,,8120"
204,"204,G,0.2569360675512666,0.255729794933655,0.26658624849215923,0.28950542822677927,0.28468033775633295,0.27864897466827504,0.31242460796139926,0.30036188178528345,0.3039806996381182,0.293124246079614,0.2882991556091677,0.293124246079614,0.30639324487334135,0.4837153196622437,0.293124246079614,0.25934861278648974,0.27864897466827504,0.2738238841978287,0.27261761158021713,0.26417370325693607,0.25934861278648974,0.255729794933655,0.7937273823884198,0.8745476477683957,0.0,,,7680"
205,"205,H,0.24969843184559712,0.2810615199034982,0.28347406513872137,0.2738238841978287,0.27864897466827504,0.29794933655006034,0.2810615199034982,0.28347406513872137,0.3148371531966224,0.29191797346200243,0.2943305186972256,0.31242460796139926,0.2955367913148372,0.28468033775633295,0.29071170084439085,0.2738238841978287,0.2870928829915561,0.27744270205066346,0.2689987937273824,0.28950542822677927,0.2195416164053076,0.2629674306393245,0.8492159227985525,0.9059107358262968,0.0,,,8040"
206,"206,I,0.25814234016887816,0.23281061519903498,0.25934861278648974,0.27864897466827504,0.2762364294330519,0.26658624849215923,0.3148371531966224,0.3100120627261761,0.29674306393244876,0.2798552472858866,0.3112183353437877,0.2750301568154403,0.28347406513872137,0.2798552472858866,0.27864897466827504,0.25934861278648974,0.27020506634499397,0.2545235223160434,0.2448733413751508,0.2629674306393245,0.24969843184559712,0.24607961399276237,0.8214716525934861,0.8854041013268998,0.0,,,7960"
207,"207,J,0.22677925211097708,0.2436670687575392,0.25211097708082025,0.2798552472858866,0.28950542822677927,0.2677925211097708,0.27020506634499397,0.28468033775633295,0.30036188178528345,0.2750301568154403,0.27744270205066346,0.29674306393244876,0.2858866103739445,0.2677925211097708,0.29674306393244876,0.25814234016887816,0.2677925211097708,0.26417370325693607,0.27141133896260555,0.2689987937273824,0.23039806996381182,0.2436670687575392,0.8287092882991556,0.8323281061519904,0.0,,,7880"
208,"208,K,0.25331724969843183,0.2388419782870929,0.2629674306393245,0.2738238841978287,0.2858866103739445,0.2858866103739445,0.29674306393244876,0.2858866103739445,0.3039806996381182,0.2882991556091677,0.29674306393244876,0.27864897466827504,0.26417370325693607,0.293124246079614,0.2605548854041013,0.2750301568154403,0.27020506634499397,0.27864897466827504,0.2750301568154403,0.2629674306393245,0.2750301568154403,0.23642943305186973,0.8612786489746683,0.9034981905910736,0.0,,,7440"
209,"209,L,0.2195416164053076,0.2569360675512666,0.24969843184559712,0.2810615199034982,0.25814234016887816,0.2822677925211098,0.26658624849215923,0.29071170084439085,0.2955367913148372,0.2870928829915561,0.2689987937273824,0.2882991556091677,0.27020506634499397,0.26658624849215923,0.2870928829915561,0.26658624849215923,0.2750301568154403,0.2738238841978287,0.2569360675512666,0.2617611580217129,0.2436670687575392,0.24728588661037396,0.8540410132689988,0.8636911942098915,0.0,,,7240"
210,"210,M,0.24246079613992763,0.24004825090470447,0.2448733413751508,0.27261761158021713,0.27261761158021713,0.2810615199034982,0.3594692400482509,0.26658624849215923,0.29191797346200243,0.29674306393244876,0.27261761158021713,0.3172496984318456,0.2810615199034982,0.316043425814234,0.2750301568154403,0.2762364294330519,0.27020506634499397,0.27020506634499397,0.2798552472858866,0.2376357056694813,0.24607961399276237,0.24246079613992763,0.887816646562123,0.9276236429433052,0.0,,,7000"
