,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
339,G,-0.13581481880193863,-0.11723026987723682,-0.10747338169176837,-0.09678726606006482,-0.09399958372135957,-0.09214112882888938,-0.08470730925900866,-0.08842421904394902,-0.07773810341224549,-0.12466408944711754,-0.09307035627512447,-0.06844582894989458,-0.07959655830471565,-0.08145501319718584,-0.08424269553589112,-0.09771649350629992,-0.08656576415147885,-0.08563653670524375,-0.07634426224289285,-0.09260574255200692,-0.08981806021330166,-0.0768088759660104,0.27862062221891154,0.25260225372432904
340,H,-0.13488559135570352,-0.12419947572399999,-0.12094717966217718,2.796362387792888,-0.11676565615411927,-0.10468569935306309,-0.0912119013826543,-0.10096878956812273,-0.09074728765953675,-0.0953934248907122,-0.0912119013826543,-0.10607954052241574,-0.0963226523369473,-0.09492881116759465,-0.08424269553589112,-0.09167651510577185,-0.08610115042836129,-0.08703037787459639,-0.0912119013826543,-0.08377808181277356,-0.0893534464901841,-0.08703037787459639,0.2860544417887923,0.27397448498773613
341,I,-0.13488559135570352,-0.14185479720246671,-0.12187640710841226,-0.10561492679929818,-0.10422108562994555,-0.10329185818371046,-0.08888883276706656,-0.10236263073747537,-0.08795960532083147,-0.09957494839877011,-0.09446419744447711,-0.1232702482777649,-0.09911033467565256,-0.09353496999824201,-0.15254091283417023,-0.0912119013826543,-0.08006117202783321,-0.09585803861382974,-0.09446419744447711,-0.09353496999824201,-0.10561492679929818,-0.07820271713536303,0.2665406654178554,0.26932834775656067
342,J,-0.14185479720246671,-0.12094717966217718,-0.11955333849282454,-0.054972030979485775,-0.10282724446059292,-0.11258413264606137,-0.10189801701435783,-0.1307040678476456,-0.10003956212188765,-0.09260574255200692,-0.1005041758450052,-0.09353496999824201,-0.11537181498476663,-0.09353496999824201,-0.10468569935306309,-0.09818110722941746,-0.08470730925900866,-0.09678726606006482,-0.0963226523369473,-0.10282724446059292,-0.11258413264606137,-0.0912119013826543,0.2762975536033238,0.2707221889259133
343,K,-0.13767327369440882,-0.1223410208315298,-0.11769488360035436,-0.10886722286112101,-0.09957494839877011,-0.09911033467565256,-0.14324863837181934,-0.09492881116759465,-0.08517192298212621,-0.08563653670524375,-0.09353496999824201,-0.07820271713536303,-0.08981806021330166,-0.09957494839877011,-0.08006117202783321,-0.09353496999824201,-0.07820271713536303,-0.08424269553589112,-0.08238424064342094,-0.08703037787459639,-0.10468569935306309,-0.08517192298212621,0.2572483909555045,0.2498145713856238
344,L,-0.13581481880193863,-0.12001795221594208,-0.11630104243100173,-0.11119029147670872,-0.12048256593905964,-0.11258413264606137,-0.14324863837181934,-0.08052578575095075,-0.09074728765953675,-0.09585803861382974,-0.09678726606006482,-0.0902826739364192,-0.09725187978318238,-0.0893534464901841,-0.09492881116759465,-0.1005041758450052,-0.08842421904394902,-0.09911033467565256,-0.0893534464901841,-0.09399958372135957,-0.13813788741752633,-0.0758796485197753,0.2869836692350274,0.28140830455761684
345,M,-0.1334917501863509,-0.1097964503073561,-0.119088724769707,-0.10561492679929818,-0.10329185818371046,-0.11119029147670872,-0.06705198778054194,16.55682702536522,-0.06751660150365948,-0.0963226523369473,-0.10886722286112101,-0.09678726606006482,-0.09911033467565256,-0.0893534464901841,-0.08563653670524375,-0.1232702482777649,-0.08842421904394902,-0.13116868157076317,-0.10143340329124027,-0.09214112882888938,-0.0902826739364192,-0.06565814661118932,0.27769139477267646,0.26003607329420975
346,N,-0.14417786581805445,-0.12652254433958773,-0.12931022667829298,-0.13209790901699825,-0.12094717966217718,-0.1097964503073561,-0.11490720126164909,-0.08610115042836129,-0.10329185818371046,-0.11351336009229644,-0.11026106403047364,-0.0963226523369473,-0.11862411104658946,-0.08563653670524375,-0.08424269553589112,-0.1005041758450052,-0.08563653670524375,-0.11165490519982628,-0.09911033467565256,-0.1130487463691789,-0.10515031307618064,-0.07913194458159811,0.2572483909555045,0.30231592209790636
347,O,-0.13488559135570352,-0.1232702482777649,-0.12698715806270527,-0.12048256593905964,-0.1409255697562316,-0.12001795221594208,-0.10886722286112101,-0.11723026987723682,-0.1520762991110527,-0.10700876796865082,-0.1130487463691789,-0.1325625227401158,-0.11072567775359118,-0.0953934248907122,-0.10096878956812273,-0.11583642870788417,-0.103756471906828,-0.11072567775359118,-0.10933183658423856,-0.10282724446059292,-0.14789477560299477,-0.09818110722941746,0.2716514163721484,0.28744828295814495
348,P,-0.1604393461271685,-0.14557170698740707,-0.14417786581805445,-0.13581481880193863,-0.1316332952938807,-0.13581481880193863,-0.12791638550894036,-0.13209790901699825,-0.12977484040141055,-0.12698715806270527,-0.12512870317023508,-0.11211951892294382,-0.1232702482777649,-0.12048256593905964,-0.11769488360035436,-0.1130487463691789,-0.11026106403047364,-0.1130487463691789,-0.12141179338529472,-0.11815949732347192,-0.11537181498476663,-0.10003956212188765,0.3130020377296099,0.2916298064662028
349,,,,,,,,,,,,,,,,,,,,,,,,,
350,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
351,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
352,14,1,H2060252,14.01,17.8,17.72,41.5,41.5,18.1,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:54,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,
354,Background information,,,,,,,,,,,,,,,,,,,,,,,,
355,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
356,14,Jez US LUM 384 (cps),0,16,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,
358,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
359,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
360,A,-0.7231555383178424,-0.6617193155934947,-0.6428158624475416,-0.5530244600042642,-0.5908313662961705,-0.4159744246961041,-0.5057658271393815,-0.5199434169988463,-0.4159744246961041,-0.4348778778420572,-0.4065226981231275,-0.4868623739934283,-0.5624761865772409,-0.43015201455556895,-0.5577503232907526,-0.3687157918312213,-0.5104916904258697,-0.5577503232907526,-0.363989928544733,-0.5482985967177759,-0.5199434169988463,-0.4726847841339635,2.4715280433482363,3.3836196576404753
361,B,-0.699526221885401,-0.5861055030096822,-0.5577503232907526,-0.9452711127827916,-0.4679589208474752,-0.49158823727991663,-0.4348778778420572,-0.3781675184041978,-0.4679589208474752,-0.4396037411285455,-0.515217553712358,-0.47741064742045175,-0.363989928544733,0.40632578715285717,-0.31673129567985014,-0.6428158624475416,-0.4112485614096158,-0.34036061211229157,-0.40179683483663925,-0.4065226981231275,-0.5435727334312876,-0.26474679952847907,2.840145379694323,2.551867719218537
362,C,-0.5010399638528932,-0.6333641358745651,-0.5057658271393815,-0.4726847841339635,-0.4537813309880103,-0.4065226981231275,-0.35926406525824467,-0.3025537058203852,-0.29782784253389705,-0.4396037411285455,-0.24111748309603764,-0.28365025267443217,-0.35926406525824467,-1.0208849253666041,-0.4254261512690806,-0.3545382019717564,-0.3072795691068736,-0.26947266281496723,-0.6050089561556353,-0.7656883078962371,-0.31673129567985014,-0.2883761159609205,2.287219375175193,2.532964266072584
363,D,-0.6380899991610534,-0.5199434169988463,-0.40179683483663925,-0.6853486320259361,-0.4963141005664049,-0.4537813309880103,-0.2931019792474087,-0.3214571589663385,-0.5341210068583111,-0.2931019792474087,-0.3025537058203852,-0.37344165511770955,-0.21276230337710786,-0.35926406525824467,-0.13714849079329536,-0.37344165511770955,-0.31200543239336176,-0.39234510826366265,-0.363989928544733,-0.6475417257340299,-0.42070028798259235,-0.22221402995008455,2.717272934245627,2.783435020256463
364,E,-0.35926406525824467,-0.2552950729555025,-0.28365025267443217,-0.13714849079329536,-0.11824503764734227,-0.15132608065276024,0.009353271087841284,-0.1276967642203188,0.009353271087841284,-0.03317949849055323,-0.0048243187716234485,0.08496708367165394,-0.09461572121490083,0.1227739899635601,-0.5341210068583111,-0.056808814922994666,0.03298258752028272,-0.01427604534459999,-9.845548513525747e-05,-0.13714849079329536,0.08024122038516558,-0.0048243187716234485,2.9535660985700414,3.3032799817701743
365,F,-0.37344165511770955,-0.31200543239336176,-0.45850719427449865,-0.2789243893879438,-0.16550367051222514,-0.22693989323657274,-0.09461572121490083,-0.23639161980954929,-0.22221402995008455,-0.0048243187716234485,-0.1749553970852017,0.014079134374329635,0.02353086094730618,0.04243431409325926,0.014079134374329635,-0.01900190863108834,-0.08043813135543594,-0.0095501820581118,0.04243431409325926,0.20311366583386095,0.014079134374329635,0.09914467353111867,3.5395731460945883,3.4923145132297053
366,G,-0.3545382019717564,-0.42070028798259235,-0.29782784253389705,-0.1560519439392486,-0.16550367051222514,-0.09461572121490083,0.04243431409325926,0.014079134374329635,0.018804997660817988,-0.10879331107436573,0.009353271087841284,-0.2505692096690142,-0.10406744778787738,-0.08988985792841264,-0.31673129567985014,-0.13242262750680717,0.03298258752028272,-0.1560519439392486,-0.07571226806894775,-0.13714849079329536,-0.16077780722573679,0.018804997660817988,2.745628113964557,2.9866471415754594
367,H,-0.45850719427449865,-0.8034952141881432,-0.4112485614096158,-0.37344165511770955,-0.19385885023115476,-0.2316657565230611,-0.10879331107436573,-0.37344165511770955,-0.2033105768041313,-0.06153467820948286,-0.5246692802853345,-0.023727771917576693,0.06606363052570069,-0.15132608065276024,0.02353086094730618,-0.34036061211229157,-0.09461572121490083,-0.01900190863108834,-0.0095501820581118,-0.4443296044150338,-0.0709864047824594,-0.10879331107436573,3.180407536321479,3.1473264933160605
368,I,-0.5861055030096822,-0.3687157918312213,-0.4159744246961041,-0.29782784253389705,-0.2505692096690142,-0.17022953379871333,-0.17022953379871333,-0.19385885023115476,-0.056808814922994666,-0.2789243893879438,-0.17968126037168988,-0.2033105768041313,-0.13242262750680717,-0.0095501820581118,-0.2174881666635962,-0.10406744778787738,-0.19858471351764312,-0.31673129567985014,-0.042631225063529773,-0.2316657565230611,-0.06153467820948286,-0.17968126037168988,3.1331489034565965,2.9110333289916466
369,J,-0.6191865460151001,-0.5766537764367057,-0.363989928544733,-0.40179683483663925,-0.3072795691068736,-0.330908885539315,-0.24584334638252583,-0.6522675890205182,-0.0095501820581118,-0.23639161980954929,-0.3498123386852681,-0.19385885023115476,-0.19858471351764312,-0.1844071236581782,0.32598611128255633,-0.13714849079329536,-0.17022953379871333,-0.08988985792841264,-0.330908885539315,-0.1276967642203188,-0.09461572121490083,-0.08988985792841264,4.716313104430171,2.9110333289916466
370,K,-0.45850719427449865,-0.6617193155934947,-0.3025537058203852,-0.1749553970852017,-0.22221402995008455,-0.16550367051222514,-0.24111748309603764,-0.23639161980954929,-0.06153467820948286,-0.08043813135543594,-0.24111748309603764,-0.06626054149597121,-0.2883761159609205,-0.1844071236581782,-0.3072795691068736,-0.056808814922994666,-0.01900190863108834,-0.2883761159609205,-0.01900190863108834,-0.34036061211229157,-0.10879331107436573,-0.056808814922994666,3.3694420677810104,3.0433575010133183
371,L,-0.44905546770152205,-0.48213651070694,-0.35926406525824467,-0.4443296044150338,-0.3072795691068736,-0.2174881666635962,-0.3545382019717564,-0.2552950729555025,-0.2033105768041313,-0.08043813135543594,-0.4632330575609869,-0.17022953379871333,-0.13714849079329536,-0.1276967642203188,-0.0709864047824594,-0.19385885023115476,-0.1749553970852017,-0.1844071236581782,-0.16077780722573679,-0.17022953379871333,-0.20803644009061967,-0.1276967642203188,3.860931849575792,3.0150023212943884
372,M,-0.47741064742045175,-0.6428158624475416,-0.40179683483663925,-0.17968126037168988,-0.330908885539315,-0.19385885023115476,-0.15132608065276024,-0.12297090093383062,-0.03790536177704142,-0.2174881666635962,-0.16077780722573679,-0.1844071236581782,-0.17968126037168988,-0.13242262750680717,-0.1276967642203188,-0.08043813135543594,-0.2741985261014556,-0.21276230337710786,-0.19385885023115476,-0.3072795691068736,-0.15132608065276024,-0.0709864047824594,3.780592173705491,3.166229946462014
373,N,-0.5908313662961705,-0.5624761865772409,-0.699526221885401,-0.44905546770152205,-0.34036061211229157,-0.3214571589663385,-0.23639161980954929,-0.2883761159609205,-0.2741985261014556,-0.15132608065276024,-1.0586918316585106,-0.22693989323657274,-0.1749553970852017,-0.5293951435718228,-0.31200543239336176,-0.4679589208474752,-0.22221402995008455,-0.40179683483663925,-0.29782784253389705,-0.17968126037168988,-0.26947266281496723,-0.056808814922994666,3.804221490137932,3.463959333510776
374,O,-0.5293951435718228,-0.47741064742045175,-0.5530244600042642,-0.3687157918312213,-0.3828933816906861,-0.3214571589663385,-0.31673129567985014,-0.40179683483663925,-0.28365025267443217,-0.39234510826366265,-0.26002093624199074,-0.6428158624475416,-0.2789243893879438,-0.1466002173662719,-0.28365025267443217,-0.18913298694466657,-0.29782784253389705,-0.4868623739934283,-0.28365025267443217,-0.3545382019717564,-0.2883761159609205,-0.18913298694466657,3.8278508065703734,3.440330017078334
375,P,-0.8460279837665378,-0.6853486320259361,-0.6711710421664713,-0.5246692802853345,-0.5010399638528932,-0.5719279131502174,-0.49158823727991663,-0.5199434169988463,-0.48213651070694,-0.45850719427449865,-0.5057658271393815,-0.4254261512690806,-0.4065226981231275,-0.4726847841339635,-0.3545382019717564,-0.363989928544733,-0.4159744246961041,-0.37344165511770955,-0.4537813309880103,-0.3828933816906861,-0.4963141005664049,-0.28365025267443217,3.9034646191541857,3.4119748373594043
376,,,,,,,,,,,,,,,,,,,,,,,,,
377,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
378,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
379,15,1,H2060254,14.01,17.72,17.72,41.4,41.2,18.11,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:55,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,
381,Background information,,,,,,,,,,,,,,,,,,,,,,,,
382,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
383,15,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,
385,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
386,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
387,A,-0.19099581913374014,-0.19481588473772762,-0.1623453271038342,-0.1623453271038342,-0.15088513029187184,-0.13751490067791575,-0.1604352943018405,-0.15566021229685617,-0.1308297858709377,-0.149930113890875,-0.13464985147492514,-0.14897509748987814,-0.1575702450988499,-0.13178480227193456,-0.14897509748987814,-0.12987476946994084,-0.16139031070283735,-0.13751490067791575,-0.13751490067791575,-0.1547051958958593,-0.149930113890875,-0.13942493347990947,0.5013910715889867,0.6360483841295445
388,B,-0.1690304419108123,-0.1957709011387245,-0.1623453271038342,-0.17285050751479974,-0.149930113890875,-0.15184014669286872,-0.1250996874649565,-0.15088513029187184,-0.13846991707891262,-0.1308297858709377,-0.17476054031679344,-0.149930113890875,-0.1174595562569816,-0.1413349662819032,-0.13942493347990947,-0.11268447425199726,-0.1795356223217778,-0.1279647366679471,-0.13464985147492514,-0.14228998268290008,-0.12127962186096905,-0.11841457265797846,0.5176263504059334,0.4937509403810117
389,C,-0.1795356223217778,-0.16425535990582796,-0.14324499908389693,-0.12700972026695023,-0.1413349662819032,-0.13655988427691887,-0.13273981867293141,-0.11554952345498785,-0.11554952345498785,-0.11650453985598472,-0.09453916263305685,-0.19959096674271196,-0.10217929384103175,-0.11172945785100041,-0.11363949065299413,-0.10981942504900667,-0.12891975306894396,-0.12414467106395964,-0.1250996874649565,-0.1222346382619659,-0.11554952345498785,-0.1250996874649565,0.456505300742134,0.48802084197503054
390,D,-0.16139031070283735,-0.1690304419108123,-0.19195083553473702,-0.13560486787592202,-0.1250996874649565,-0.12414467106395964,-0.11841457265797846,-0.12700972026695023,-0.11172945785100041,-0.08689903142508193,-0.0954941790340537,0.10505926517528784,-0.21296119635666805,-0.1012242774400349,-0.11268447425199726,-0.10886440864800981,-0.16807542550981538,-0.1012242774400349,-0.1222346382619659,-0.12987476946994084,-0.08403398222209134,-0.10408932664302549,0.491840907579018,0.5367266784258706
391,E,-0.10599935944501922,-0.15852526149984678,-0.10313431024202863,-0.08307896582109446,-0.10504434304402234,-0.1461100482868875,-0.04774335898421047,-0.061113588598166575,-0.062068604999163446,-0.06397863780115719,-0.046788342583213606,-0.059203555796172834,-0.06970873620713837,-0.05442847379118852,-0.05442847379118852,-0.02100289975629827,-0.045833326182216735,-0.04296827697922616,-0.060158572197169705,-0.030553063766266927,-0.04201326057822929,-0.045833326182216735,0.541501760430855,0.6245881873175821
392,F,-0.1461100482868875,-0.13178480227193456,-0.0983592282370443,-0.12032460545997219,-0.06779870340514463,-0.09071909702906938,-0.06684368700414775,-0.058248539395176,-0.06302362140016031,-0.06875371980614149,-0.0334181129692575,-0.06493365420215405,-0.041058244177232424,-0.037238178573244976,-0.10408932664302549,-0.07543883461311955,0.33999329982051657,0.01910778908557004,-0.059203555796172834,-0.02768801456327632,-0.0448783097812199,-0.03246309656826063,0.5586920556487985,0.6503736301444974
393,G,-0.1250996874649565,-0.12318965466296278,-0.114594507053991,-0.10217929384103175,-0.10217929384103175,-0.05060840818720108,-0.0821239494200976,-0.07257378541012893,-0.046788342583213606,-0.058248539395176,-0.060158572197169705,-0.08594401502408505,-0.05251844098919479,-0.09167411343006623,-0.046788342583213606,-0.09071909702906938,-0.02768801456327632,19.163366563468717,-0.05442847379118852,-0.08498899862308819,-0.041058244177232424,-0.059203555796172834,0.554871990044811,0.5749273344657452
394,H,-0.13751490067791575,-0.15184014669286872,-0.13273981867293141,-0.11650453985598472,-0.13846991707891262,-0.08021391661810387,-0.10026926103903804,-0.08880906422707564,-0.06302362140016031,-0.06970873620713837,-0.06588867060315089,-0.062068604999163446,-0.07639385101411642,-0.22155634396563983,-0.05442847379118852,-0.04774335898421047,-0.06875371980614149,-0.0057226373403484266,-0.06779870340514463,-0.07734886741511328,-0.1547051958958593,-0.060158572197169705,0.5424567768318518,0.5644221540547797
395,I,-0.1461100482868875,-0.1843107043267621,-0.12414467106395964,-0.14037994988090632,-0.11554952345498785,-0.07734886741511328,-0.0954941790340537,-0.09358414623205998,-0.06302362140016031,-0.06684368700414775,-0.04774335898421047,-0.10026926103903804,-0.07448381821212267,-0.06493365420215405,-0.09453916263305685,-0.07448381821212267,-0.08594401502408505,-0.059203555796172834,-0.06970873620713837,-0.0983592282370443,-0.06684368700414775,-0.09740421183604744,0.541501760430855,0.5930726460846857
396,J,-0.14228998268290008,-0.1575702450988499,-0.20341103234669938,-0.12318965466296278,-0.09071909702906938,-0.10695437584601608,-0.149930113890875,-0.06970873620713837,-0.16616539270782169,-0.13942493347990947,-0.06779870340514463,-0.07543883461311955,-0.041058244177232424,-0.1174595562569816,-0.0716187690091321,-0.08976408062807252,-0.09453916263305685,-0.08116893301910073,-0.09071909702906938,-0.17762558951978405,-0.07448381821212267,-0.08594401502408505,0.5300415636188925,0.6035778264956512
397,K,-0.1279647366679471,-0.13751490067791575,-0.10981942504900667,-0.14802008108888126,-0.07734886741511328,-0.08307896582109446,-0.07448381821212267,-0.149930113890875,-0.059203555796172834,0.02961296949653557,-0.10217929384103175,-0.10217929384103175,-0.14897509748987814,-0.05442847379118852,-0.07448381821212267,-0.15852526149984678,-0.057293522994179134,-0.06779870340514463,-0.08785404782607878,-0.07066375260813523,-0.05538349019218539,-0.05442847379118852,0.5204913996089239,0.6245881873175821
398,L,-0.1336948350739283,-0.15852526149984678,-0.1336948350739283,-0.1308297858709377,-0.1012242774400349,-0.10026926103903804,-0.1174595562569816,-0.10695437584601608,-0.1690304419108123,-0.10981942504900667,-0.07734886741511328,-0.1604352943018405,-0.061113588598166575,-0.08116893301910073,-0.09071909702906938,-0.2167812619606555,-0.07543883461311955,-0.06302362140016031,-0.07352880181112581,-0.07734886741511328,-0.08021391661810387,-0.07830388381611014,0.6016677936936573,0.6217231381145916
399,M,-0.1222346382619659,-0.22633142597062414,-0.10981942504900667,-0.1222346382619659,-0.10695437584601608,-0.07639385101411642,-0.13560486787592202,-0.0821239494200976,-0.06302362140016031,-0.09167411343006623,-0.06588867060315089,-0.09358414623205998,-0.05538349019218539,-0.07734886741511328,-0.06875371980614149,-0.13273981867293141,-0.06970873620713837,-0.06875371980614149,-0.04296827697922616,-0.09453916263305685,-0.07066375260813523,-0.014317784949320216,0.5644221540547797,0.6790241221744034
400,N,-0.1623453271038342,-0.14802008108888126,-0.1795356223217778,-0.12700972026695023,-0.11554952345498785,-0.10026926103903804,-0.11841457265797846,-0.0983592282370443,-0.09931424463804116,-0.10408932664302549,-0.10790939224701294,-0.08785404782607878,-0.0821239494200976,-0.11268447425199726,-0.09453916263305685,-0.11554952345498785,-0.09644919543505057,-0.07257378541012893,-0.1222346382619659,-0.16807542550981538,-0.05251844098919479,-0.0716187690091321,0.6226781545155884,0.6561037285504787
401,O,-0.17667057311878717,-0.14706506468788438,-0.1336948350739283,-0.20723109795068687,-0.14802008108888126,-0.14706506468788438,-0.1442000154848938,-0.1308297858709377,-0.10599935944501922,-0.149930113890875,-0.10217929384103175,-0.11268447425199726,-0.2005459831437088,-0.10886440864800981,-0.10408932664302549,-0.1012242774400349,-0.12127962186096905,-0.13846991707891262,-0.14802008108888126,-0.13655988427691887,-0.09167411343006623,-0.09167411343006623,0.6599237941544662,0.64655356454051
402,P,-0.2196463111636461,-0.1843107043267621,-0.17667057311878717,-0.1623453271038342,-0.15852526149984678,-0.1461100482868875,-0.1575702450988499,-0.15852526149984678,-0.16712040910881856,-0.1623453271038342,-0.14515503188589066,-0.1308297858709377,-0.12032460545997219,-0.12987476946994084,-0.12700972026695023,-0.14037994988090632,-0.15184014669286872,-0.13178480227193456,-0.15852526149984678,-0.12987476946994084,-0.13560486787592202,-0.10504434304402234,0.6732940237684223,0.6303182857235633
403,,,,,,,,,,,,,,,,,,,,,,,,,
404,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
405,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
406,16,1,H2060256,14.01,17.7,17.82,41.2,40.9,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:57,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,
408,Background information,,,,,,,,,,,,,,,,,,,,,,,,
409,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
410,16,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,
412,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
413,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
414,A,-0.5609134554061658,-0.5376570600377191,-0.4612431895413939,-0.4778549005188559,-0.44463147856393187,-0.37153995026309916,-0.4047633722180231,-0.3881516612405611,-0.4280197675864699,-0.31506013293972834,-0.33831652830817516,-0.3516058970901447,-0.36489526587211435,-0.34828355489465235,-0.3050931063532512,-0.3250271595262056,-0.34163887050366754,-0.33167184391719035,-0.38150697684957635,-0.37153995026309916,-0.34828355489465235,-0.33831652830817516,2.1534401183111243,2.2830114639353276
415,B,-0.49446661149631793,-0.4579208473459015,-0.5177230068647647,-0.37153995026309916,-0.7801880403086642,-0.3250271595262056,-0.40144103002253073,-0.3781846346540839,-0.34828355489465235,-0.37486229245859154,-0.5874921929701051,-0.35825058148112954,-0.26522500000734234,-0.3881516612405611,-0.33831652830817516,13.891275094985769,-0.24861328902988036,-0.5874921929701051,-0.2884813953757891,-0.3682176080676067,-0.28515905318029683,-0.2751920265938196,2.259755068566881,2.246465699784911
416,C,-0.5011112958873026,-0.4645655317368863,-0.33167184391719035,-0.3682176080676067,-0.33831652830817516,-0.34828355489465235,-0.5310123756467343,-0.3017707641577588,-0.33167184391719035,-0.3084154485487436,-0.44463147856393187,-0.3050931063532512,-0.2585803156163576,-0.29512607976677396,-0.23864626244340323,-0.2552579734208652,-0.24529094683438796,-0.2884813953757891,-0.32170481733071316,-0.2320015780524184,-0.2751920265938196,-0.21871220927044874,1.7846601346114677,2.0172240882959356
417,D,-0.4612431895413939,-0.5044336380827951,-0.37153995026309916,-0.37486229245859154,-0.3516058970901447,-0.3050931063532512,-0.24861328902988036,-0.26522500000734234,-0.26190265781185,-0.24196860463889552,-0.2751920265938196,-0.17884410292453998,-0.24861328902988036,-0.22535689366143358,-0.27186968439832715,-0.212067524879464,-0.21871220927044874,-0.23864626244340323,-0.21871220927044874,-0.24196860463889552,-0.212067524879464,-0.18881112951101722,2.130183722942677,2.229853988807449
418,E,-0.33831652830817516,-0.27186968439832715,-0.21538986707495644,-0.19877815609749436,-0.212067524879464,-0.17884410292453998,-0.3117377907442359,-0.09246320584173764,-0.10243023242821488,-0.14894302316510846,-0.17219941853355525,-0.26190265781185,0.0005623756320495305,-0.04595041510484405,-0.22203455146594114,-0.23864626244340323,-0.11571960121018443,-0.06588446827779844,-0.04595041510484405,-0.059239783886813606,0.017174086609511495,-0.03598338851836681,2.213242277829987,2.183341198070556
419,F,-0.29844842196226634,-0.34163887050366754,-0.25193563122537277,-0.4778549005188559,-0.22535689366143358,-0.129008969992154,-0.1589100497515856,-0.14894302316510846,-0.29180373757128153,-0.1356536543831388,-0.06256212608230602,-0.129008969992154,-0.11239725901469202,-0.1356536543831388,-0.16223239194707803,-0.08581852145075282,-0.09910789023272247,-0.052595099495828884,-0.016049335345412436,-0.04595041510484405,0.023818771000496324,-0.022694019736397262,2.435839204927978,2.3992934407775617
420,G,-0.36489526587211435,-0.33167184391719035,-0.3183824751352207,-0.212067524879464,-0.16887707633806284,-0.22867923585692598,-0.2087451826839716,-0.3084154485487436,-0.16887707633806284,-0.17219941853355525,-0.27851436878931196,-0.19877815609749436,-0.052595099495828884,-0.10243023242821488,-0.6107485883385518,-0.07252915266878326,-0.15226536536060079,-0.12236428560116926,-0.09578554803723005,-0.09246320584173764,-0.09578554803723005,-0.06920681047329084,1.9773559819500268,2.183341198070556
421,H,-0.33831652830817516,-0.3682176080676067,-0.39147400343605354,-0.2087451826839716,-0.29844842196226634,-0.23532392024791082,-0.2751920265938196,-0.1356536543831388,-0.1555877075560932,-0.15226536536060079,-0.17219941853355525,-0.17219941853355525,-0.212067524879464,-0.1589100497515856,-0.16887707633806284,-0.1356536543831388,-0.22203455146594114,-0.129008969992154,-0.0824961792552604,-0.5110783224737798,0.013851744414019082,-0.026016361931889675,2.1202166963562,2.176696513679571
